Txn_ID,Posting_Date_Raw,Invoice_Date_Raw,Fiscal_Period,Entity,Account_Code_Raw,Cost_Center_Raw,Cost_Center,Vendor_Name_Raw,Invoice_Number,PO_Number,Currency,Amount,Tax_Code,Narrative,Source_System
TXN005479,2026-06-05,2026-06-05,2026-06,NZL01,5000,,QLD,Payroll - EMP6860,PAY-EMP6860-MAR26,,AUD,19544.7,GST-FREE,Workforce cost - Operations Planner - Operations,Workday
TXN005480,2026-06-17,2026-06-17,2026-06,AUS01,5000,,QLD,Payroll - EMP4914,PAY-EMP4914-MAR26,,AUD,13918.91,GST-FREE,Workforce cost - Inventory Coordinator - Commercial,Workday
TXN005481,2026-06-07,2026-06-07,2026-06,NZL01,5000,,VIC,Payroll - EMP3567,PAY-EMP3567-MAR26,,AUD,15313.6,GST-FREE,Workforce cost - Operations Planner - Procurement,Workday
TXN005482,2026-06-17,2026-06-17,2026-06,NZL01,5000,,FIN,Payroll - EMP5621,PAY-EMP5621-MAR26,,AUD,22529.36,GST-FREE,Workforce cost - Operations Planner - FP&A,Workday
TXN005483,2026-06-01,2026-06-01,2026-06,AUS01,5000,,HR,Payroll - EMP4529,PAY-EMP4529-MAR26,,AUD,25835.4,GST-FREE,Workforce cost - Procurement Specialist - Procurement,Workday
TXN005484,2026-06-07,2026-06-07,2026-06,AUS01,5000,,WA,Payroll - EMP8202,PAY-EMP8202-MAR26,,AUD,31614.88,GST-FREE,Workforce cost - FP&A Manager - Finance,Workday
TXN005485,2026-06-13,2026-06-13,2026-06,FJI01,5000,,HR,Payroll - EMP5427,PAY-EMP5427-MAR26,,AUD,9490.15,GST-FREE,Workforce cost - Sales Manager - Commercial,Workday
TXN005486,2026-06-21,2026-06-21,2026-06,AUS01,5000,,MKT,Payroll - EMP7821,PAY-EMP7821-MAR26,,AUD,16713.28,GST-FREE,Workforce cost - Customer Service Lead - Operations,Workday
TXN005487,2026-06-17,2026-06-17,2026-06,AUS01,5000,,VIC,Payroll - EMP3534,PAY-EMP3534-MAR26,,AUD,8021.23,GST-FREE,Workforce cost - Revenue Analyst - Sales,Workday
TXN005488,2026-06-08,2026-06-08,2026-06,FJI01,5000,,IT,Payroll - EMP5222,PAY-EMP5222-MAR26,,AUD,12100.28,GST-FREE,Workforce cost - Inventory Coordinator - FP&A,Workday
TXN005489,2026-06-24,2026-06-24,2026-06,NZL01,5000,,HR,Payroll - EMP2096,PAY-EMP2096-MAR26,,AUD,6610.36,GST-FREE,Workforce cost - Customer Service Lead - Sales,Workday
TXN005490,2026-06-10,2026-06-10,2026-06,NZL01,5000,,MKT,Payroll - EMP2463,PAY-EMP2463-MAR26,,AUD,21916.28,GST-FREE,Workforce cost - Data Engineer - Finance,Workday
TXN005491,2026-06-27,2026-06-27,2026-06,FJI01,5000,,NSW,Payroll - EMP5829,PAY-EMP5829-MAR26,,AUD,12465.28,GST-FREE,Workforce cost - Sales Manager - Finance,Workday
TXN005492,2026-06-25,2026-06-25,2026-06,FJI01,5000,,MKT,Payroll - EMP5875,PAY-EMP5875-MAR26,,AUD,21675.15,GST-FREE,Workforce cost - Revenue Analyst - Customer Care,Workday
TXN005493,2026-06-21,2026-06-21,2026-06,NZL01,5000,,QLD,Payroll - EMP3982,PAY-EMP3982-MAR26,,AUD,10965.12,GST-FREE,Workforce cost - Procurement Specialist - IT,Workday
TXN005494,2026-06-28,2026-06-28,2026-06,FJI01,5000,,TAS,Payroll - EMP2252,PAY-EMP2252-MAR26,,AUD,14987.22,GST-FREE,Workforce cost - Revenue Analyst - Finance,Workday
TXN005495,2026-06-27,2026-06-27,2026-06,AUS01,5000,,SA,Payroll - EMP5825,PAY-EMP5825-MAR26,,AUD,9774.83,GST-FREE,Workforce cost - Procurement Specialist - Sales,Workday
TXN005496,2026-06-07,2026-06-07,2026-06,PNG01,5000,,SA,Payroll - EMP1314,PAY-EMP1314-MAR26,,AUD,18397.47,GST-FREE,Workforce cost - Finance Analyst - Finance,Workday
TXN005497,2026-06-05,2026-06-05,2026-06,AUS01,5000,,HR,Payroll - EMP8491,PAY-EMP8491-MAR26,,AUD,18036.76,GST-FREE,Workforce cost - Data Engineer - FP&A,Workday
TXN005498,2026-06-05,2026-06-05,2026-06,NZL01,5000,,ACT,Payroll - EMP8420,PAY-EMP8420-MAR26,,AUD,23697.0,GST-FREE,Workforce cost - Procurement Specialist - FP&A,Workday
TXN005499,2026-06-17,2026-06-17,2026-06,FJI01,5000,,R&D,Payroll - EMP4583,PAY-EMP4583-MAR26,,AUD,34347.91,GST-FREE,Workforce cost - FP&A Manager - Operations,Workday
TXN005500,2026-06-27,2026-06-27,2026-06,PNG01,5000,,CORP,Payroll - EMP4952,PAY-EMP4952-MAR26,,AUD,28152.99,GST-FREE,Workforce cost - Inventory Coordinator - Customer Care,Workday
TXN005501,2026-06-27,2026-06-27,2026-06,NZL01,5000,,IT,Payroll - EMP6875,PAY-EMP6875-MAR26,,AUD,15306.82,GST-FREE,Workforce cost - FP&A Manager - Operations,Workday
TXN005502,2026-06-26,2026-06-26,2026-06,FJI01,5000,,NT,Payroll - EMP5899,PAY-EMP5899-MAR26,,AUD,19414.17,GST-FREE,Workforce cost - Sales Manager - Sales,Workday
TXN005503,2026-06-07,2026-06-07,2026-06,PNG01,5000,,CORP,Payroll - EMP2533,PAY-EMP2533-MAR26,,AUD,10825.03,GST-FREE,Workforce cost - Operations Planner - FP&A,Workday
TXN005504,2026-06-21,2026-06-21,2026-06,NZL01,5000,,QLD,Payroll - EMP3547,PAY-EMP3547-MAR26,,AUD,23582.61,GST-FREE,Workforce cost - Finance Analyst - Sales,Workday
TXN005505,2026-06-18,2026-06-18,2026-06,PNG01,5000,,HR,Payroll - EMP2492,PAY-EMP2492-MAR26,,AUD,7240.49,GST-FREE,Workforce cost - Data Engineer - Customer Care,Workday
TXN005506,2026-06-29,2026-06-29,2026-06,FJI01,5000,,CORP,Payroll - EMP6805,PAY-EMP6805-MAR26,,AUD,11261.76,GST-FREE,Workforce cost - Data Engineer - Operations,Workday
TXN005507,2026-06-31,2026-06-31,2026-06,AUS01,5000,,ACT,Payroll - EMP4938,PAY-EMP4938-MAR26,,AUD,19302.17,GST-FREE,Workforce cost - Revenue Analyst - Commercial,Workday
TXN005508,2026-06-21,2026-06-21,2026-06,NZL01,5000,,QLD,Payroll - EMP7091,PAY-EMP7091-MAR26,,AUD,22799.52,GST-FREE,Workforce cost - Customer Service Lead - Customer Care,Workday
TXN005509,2026-06-24,2026-06-24,2026-06,PNG01,5000,,IT,Payroll - EMP2657,PAY-EMP2657-MAR26,,AUD,17284.65,GST-FREE,Workforce cost - Inventory Coordinator - FP&A,Workday
TXN005510,2026-06-03,2026-06-03,2026-06,NZL01,5000,,NT,Payroll - EMP4662,PAY-EMP4662-MAR26,,AUD,23609.19,GST-FREE,Workforce cost - Procurement Specialist - Operations,Workday
TXN005511,2026-06-30,2026-06-30,2026-06,AUS01,5000,,SA,Payroll - EMP4886,PAY-EMP4886-MAR26,,AUD,16495.04,GST-FREE,Workforce cost - FP&A Manager - Sales,Workday
TXN005512,2026-06-16,2026-06-16,2026-06,AUS01,5000,,QLD,Payroll - EMP7547,PAY-EMP7547-MAR26,,AUD,7464.51,GST-FREE,Workforce cost - FP&A Manager - Sales,Workday
TXN005513,2026-06-12,2026-06-12,2026-06,FJI01,5000,,NT,Payroll - EMP8728,PAY-EMP8728-MAR26,,AUD,14357.87,GST-FREE,Workforce cost - FP&A Manager - Customer Care,Workday
TXN005514,2026-06-12,2026-06-12,2026-06,FJI01,5000,,MKT,Payroll - EMP2594,PAY-EMP2594-MAR26,,AUD,20963.67,GST-FREE,Workforce cost - Customer Service Lead - Finance,Workday
TXN005515,2026-06-22,2026-06-22,2026-06,NZL01,5000,,FIN,Payroll - EMP6939,PAY-EMP6939-MAR26,,AUD,20613.55,GST-FREE,Workforce cost - Procurement Specialist - Sales,Workday
TXN005516,2026-06-24,2026-06-24,2026-06,NZL01,5000,,CORP,Payroll - EMP6226,PAY-EMP6226-MAR26,,AUD,9952.46,GST-FREE,Workforce cost - Finance Analyst - Operations,Workday
TXN005517,2026-06-05,2026-06-05,2026-06,AUS01,5000,,MKT,Payroll - EMP9704,PAY-EMP9704-MAR26,,AUD,20190.58,GST-FREE,Workforce cost - Data Engineer - Commercial,Workday
TXN005518,2026-06-28,2026-06-28,2026-06,PNG01,5000,,SA,Payroll - EMP8889,PAY-EMP8889-MAR26,,AUD,31922.18,GST-FREE,Workforce cost - Procurement Specialist - Commercial,Workday
TXN005519,2026-06-13,2026-06-13,2026-06,NZL01,5000,,WA,Payroll - EMP7159,PAY-EMP7159-MAR26,,AUD,15809.56,GST-FREE,Workforce cost - Sales Manager - Operations,Workday
TXN005520,2026-06-05,2026-06-05,2026-06,AUS01,5000,,NSW,Payroll - EMP1877,PAY-EMP1877-MAR26,,AUD,8713.07,GST-FREE,Workforce cost - Customer Service Lead - Procurement,Workday
TXN005521,2026-06-07,2026-06-07,2026-06,FJI01,5000,,CORP,Payroll - EMP9810,PAY-EMP9810-MAR26,,AUD,19705.47,GST-FREE,Workforce cost - Data Engineer - IT,Workday
TXN005522,2026-06-19,2026-06-19,2026-06,NZL01,5000,,IT,Payroll - EMP3155,PAY-EMP3155-MAR26,,AUD,18817.95,GST-FREE,Workforce cost - FP&A Manager - Customer Care,Workday
TXN005523,2026-06-20,2026-06-20,2026-06,NZL01,5000,,NT,Payroll - EMP9306,PAY-EMP9306-MAR26,,AUD,11507.88,GST-FREE,Workforce cost - Data Engineer - FP&A,Workday
TXN005524,2026-06-16,2026-06-16,2026-06,FJI01,5000,,ACT,Payroll - EMP8763,PAY-EMP8763-MAR26,,AUD,8891.9,GST-FREE,Workforce cost - Controller - Customer Care,Workday
TXN005525,2026-06-28,2026-06-28,2026-06,NZL01,5000,,MKT,Payroll - EMP6471,PAY-EMP6471-MAR26,,AUD,11820.68,GST-FREE,Workforce cost - Revenue Analyst - Procurement,Workday
TXN005526,2026-06-27,2026-06-27,2026-06,NZL01,5000,,FIN,Payroll - EMP9679,PAY-EMP9679-MAR26,,AUD,21765.07,GST-FREE,Workforce cost - Operations Planner - Commercial,Workday
TXN005527,2026-06-10,2026-06-10,2026-06,FJI01,5000,,NSW,Payroll - EMP9620,PAY-EMP9620-MAR26,,AUD,22996.74,GST-FREE,Workforce cost - Revenue Analyst - Commercial,Workday
TXN005528,2026-06-21,2026-06-21,2026-06,NZL01,5000,,HR,Payroll - EMP8771,PAY-EMP8771-MAR26,,AUD,20449.59,GST-FREE,Workforce cost - Sales Manager - Finance,Workday
TXN005529,2026-06-10,2026-06-10,2026-06,NZL01,5000,,NT,Payroll - EMP4424,PAY-EMP4424-MAR26,,AUD,20205.09,GST-FREE,Workforce cost - Customer Service Lead - Operations,Workday
TXN005530,2026-06-12,2026-06-12,2026-06,FJI01,5000,,ACT,Payroll - EMP1206,PAY-EMP1206-MAR26,,AUD,21749.21,GST-FREE,Workforce cost - Sales Manager - Customer Care,Workday
TXN005531,2026-06-18,2026-06-18,2026-06,AUS01,5000,,CORP,Payroll - EMP4971,PAY-EMP4971-MAR26,,AUD,13010.58,GST-FREE,Workforce cost - Data Engineer - IT,Workday
TXN005532,2026-06-08,2026-06-08,2026-06,FJI01,5000,,VIC,Payroll - EMP7682,PAY-EMP7682-MAR26,,AUD,12840.42,GST-FREE,Workforce cost - Inventory Coordinator - IT,Workday
TXN005533,2026-06-11,2026-06-11,2026-06,FJI01,5000,,MKT,Payroll - EMP7811,PAY-EMP7811-MAR26,,AUD,21410.42,GST-FREE,Workforce cost - FP&A Manager - Customer Care,Workday
TXN005534,2026-06-28,2026-06-28,2026-06,PNG01,5000,,NSW,Payroll - EMP3063,PAY-EMP3063-MAR26,,AUD,12946.53,GST-FREE,Workforce cost - Inventory Coordinator - Customer Care,Workday
TXN005535,2026-06-10,2026-06-10,2026-06,PNG01,5000,,VIC,Payroll - EMP7966,PAY-EMP7966-MAR26,,AUD,22600.79,GST-FREE,Workforce cost - Controller - FP&A,Workday
TXN005536,2026-06-08,2026-06-08,2026-06,PNG01,5000,,CORP,Payroll - EMP1896,PAY-EMP1896-MAR26,,AUD,28173.53,GST-FREE,Workforce cost - Customer Service Lead - Sales,Workday
TXN005537,2026-06-27,2026-06-27,2026-06,AUS01,5000,,IT,Payroll - EMP2757,PAY-EMP2757-MAR26,,AUD,11079.73,GST-FREE,Workforce cost - Procurement Specialist - FP&A,Workday
TXN005538,2026-06-07,2026-06-07,2026-06,NZL01,5000,,CORP,Payroll - EMP8660,PAY-EMP8660-MAR26,,AUD,14998.3,GST-FREE,Workforce cost - Customer Service Lead - Commercial,Workday
TXN005539,2026-06-22,2026-06-22,2026-06,PNG01,5000,,NT,Payroll - EMP5386,PAY-EMP5386-MAR26,,AUD,17616.27,GST-FREE,Workforce cost - Sales Manager - Customer Care,Workday
TXN005540,2026-06-05,2026-06-05,2026-06,PNG01,5000,,NSW,Payroll - EMP3398,PAY-EMP3398-MAR26,,AUD,10773.45,GST-FREE,Workforce cost - Data Engineer - Procurement,Workday
TXN005541,2026-06-20,2026-06-20,2026-06,AUS01,5000,,VIC,Payroll - EMP6433,PAY-EMP6433-MAR26,,AUD,26983.45,GST-FREE,Workforce cost - Sales Manager - Finance,Workday
TXN005542,2026-06-21,2026-06-21,2026-06,AUS01,5000,,IT,Payroll - EMP9996,PAY-EMP9996-MAR26,,AUD,9341.14,GST-FREE,Workforce cost - Procurement Specialist - FP&A,Workday
TXN005543,2026-06-10,2026-06-10,2026-06,NZL01,5000,,ACT,Payroll - EMP4018,PAY-EMP4018-MAR26,,AUD,9244.3,GST-FREE,Workforce cost - Data Engineer - FP&A,Workday
TXN005544,2026-06-02,2026-06-02,2026-06,FJI01,5000,,NSW,Payroll - EMP6572,PAY-EMP6572-MAR26,,AUD,20856.53,GST-FREE,Workforce cost - Sales Manager - FP&A,Workday
TXN005545,2026-06-05,2026-06-05,2026-06,FJI01,5000,,VIC,Payroll - EMP9389,PAY-EMP9389-MAR26,,AUD,19320.52,GST-FREE,Workforce cost - FP&A Manager - Customer Care,Workday
TXN005546,2026-06-25,2026-06-25,2026-06,AUS01,5000,,ACT,Payroll - EMP5594,PAY-EMP5594-MAR26,,AUD,9629.3,GST-FREE,Workforce cost - Sales Manager - IT,Workday
TXN005547,2026-06-30,2026-06-30,2026-06,FJI01,5000,,NSW,Payroll - EMP5705,PAY-EMP5705-MAR26,,AUD,20338.93,GST-FREE,Workforce cost - Data Engineer - FP&A,Workday
TXN005548,2026-06-23,2026-06-23,2026-06,AUS01,5000,,R&D,Payroll - EMP8389,PAY-EMP8389-MAR26,,AUD,22509.82,GST-FREE,Workforce cost - Finance Analyst - FP&A,Workday
TXN005549,2026-06-15,2026-06-15,2026-06,FJI01,5000,,HR,Payroll - EMP8831,PAY-EMP8831-MAR26,,AUD,15759.66,GST-FREE,Workforce cost - Sales Manager - Procurement,Workday
TXN005550,2026-06-04,2026-06-04,2026-06,AUS01,5000,,QLD,Payroll - EMP5047,PAY-EMP5047-MAR26,,AUD,11418.64,GST-FREE,Workforce cost - Procurement Specialist - IT,Workday
TXN005551,2026-06-16,2026-06-16,2026-06,FJI01,5000,,SA,Payroll - EMP9578,PAY-EMP9578-MAR26,,AUD,13478.07,GST-FREE,Workforce cost - Procurement Specialist - Commercial,Workday
TXN005552,2026-06-08,2026-06-08,2026-06,NZL01,5000,,WA,Payroll - EMP6908,PAY-EMP6908-MAR26,,AUD,11904.55,GST-FREE,Workforce cost - Revenue Analyst - Operations,Workday
TXN005553,2026-06-03,2026-06-03,2026-06,NZL01,5000,,MKT,Payroll - EMP6342,PAY-EMP6342-MAR26,,AUD,18895.63,GST-FREE,Workforce cost - Finance Analyst - Operations,Workday
TXN005554,2026-06-05,2026-06-05,2026-06,FJI01,5000,,IT,Payroll - EMP1189,PAY-EMP1189-MAR26,,AUD,23221.16,GST-FREE,Workforce cost - Controller - IT,Workday
TXN005555,2026-06-07,2026-06-07,2026-06,PNG01,5000,,ACT,Payroll - EMP7964,PAY-EMP7964-MAR26,,AUD,11251.77,GST-FREE,Workforce cost - Sales Manager - Customer Care,Workday
TXN005556,2026-06-01,2026-06-01,2026-06,NZL01,5000,,SA,Payroll - EMP1379,PAY-EMP1379-MAR26,,AUD,24203.13,GST-FREE,Workforce cost - Procurement Specialist - Sales,Workday
TXN005557,2026-06-21,2026-06-21,2026-06,AUS01,5000,,OPS,Payroll - EMP9304,PAY-EMP9304-MAR26,,AUD,22087.88,GST-FREE,Workforce cost - FP&A Manager - Procurement,Workday
TXN005558,2026-06-24,2026-06-24,2026-06,NZL01,5000,,SA,Payroll - EMP5256,PAY-EMP5256-MAR26,,AUD,19785.11,GST-FREE,Workforce cost - FP&A Manager - Finance,Workday
TXN005559,2026-06-18,2026-06-18,2026-06,NZL01,5000,,VIC,Payroll - EMP2852,PAY-EMP2852-MAR26,,AUD,7815.22,GST-FREE,Workforce cost - Inventory Coordinator - Operations,Workday
TXN005560,2026-06-02,2026-06-02,2026-06,PNG01,5000,,R&D,Payroll - EMP8222,PAY-EMP8222-MAR26,,AUD,21979.32,GST-FREE,Workforce cost - Customer Service Lead - Commercial,Workday
TXN005561,2026-06-18,2026-06-18,2026-06,PNG01,5000,,QLD,Payroll - EMP7421,PAY-EMP7421-MAR26,,AUD,13430.27,GST-FREE,Workforce cost - Finance Analyst - Commercial,Workday
TXN005562,2026-06-21,2026-06-21,2026-06,PNG01,5000,,WA,Payroll - EMP7203,PAY-EMP7203-MAR26,,AUD,21410.04,GST-FREE,Workforce cost - Controller - Sales,Workday
TXN005563,2026-06-07,2026-06-07,2026-06,AUS01,5000,,SA,Payroll - EMP9700,PAY-EMP9700-MAR26,,AUD,12376.05,GST-FREE,Workforce cost - Revenue Analyst - FP&A,Workday
TXN005564,2026-06-29,2026-06-29,2026-06,NZL01,5000,,TAS,Payroll - EMP8042,PAY-EMP8042-MAR26,,AUD,16191.08,GST-FREE,Workforce cost - Finance Analyst - Customer Care,Workday
TXN005565,2026-06-07,2026-06-07,2026-06,AUS01,5000,,FIN,Payroll - EMP2753,PAY-EMP2753-MAR26,,AUD,7899.3,GST-FREE,Workforce cost - Inventory Coordinator - Operations,Workday
TXN005566,2026-06-24,2026-06-24,2026-06,NZL01,5000,,NSW,Payroll - EMP9264,PAY-EMP9264-MAR26,,AUD,24680.35,GST-FREE,Workforce cost - Customer Service Lead - Finance,Workday
TXN005567,2026-06-24,2026-06-24,2026-06,PNG01,5000,,ACT,Payroll - EMP7406,PAY-EMP7406-MAR26,,AUD,19148.78,GST-FREE,Workforce cost - Customer Service Lead - Operations,Workday
TXN005568,2026-06-28,2026-06-28,2026-06,FJI01,5000,,IT,Payroll - EMP1753,PAY-EMP1753-MAR26,,AUD,19963.51,GST-FREE,Workforce cost - Procurement Specialist - Sales,Workday
TXN005569,2026-06-25,2026-06-25,2026-06,FJI01,5000,,QLD,Payroll - EMP1616,PAY-EMP1616-MAR26,,AUD,15342.5,GST-FREE,Workforce cost - Revenue Analyst - Finance,Workday
TXN005570,2026-06-08,2026-06-08,2026-06,PNG01,5000,,MKT,Payroll - EMP3776,PAY-EMP3776-MAR26,,AUD,22595.86,GST-FREE,Workforce cost - Revenue Analyst - FP&A,Workday
TXN005571,2026-06-30,2026-06-30,2026-06,AUS01,5000,,VIC,Payroll - EMP4894,PAY-EMP4894-MAR26,,AUD,14137.81,GST-FREE,Workforce cost - FP&A Manager - Operations,Workday
TXN005572,2026-06-27,2026-06-27,2026-06,NZL01,5000,,HR,Payroll - EMP1845,PAY-EMP1845-MAR26,,AUD,24121.23,GST-FREE,Workforce cost - Procurement Specialist - Finance,Workday
TXN005573,2026-06-07,2026-06-07,2026-06,FJI01,5000,,CORP,Payroll - EMP7207,PAY-EMP7207-MAR26,,AUD,21051.41,GST-FREE,Workforce cost - Inventory Coordinator - FP&A,Workday
TXN005574,2026-06-12,2026-06-12,2026-06,FJI01,5000,,FIN,Payroll - EMP3828,PAY-EMP3828-MAR26,,AUD,22609.5,GST-FREE,Workforce cost - Sales Manager - Finance,Workday
TXN005575,2026-06-24,2026-06-24,2026-06,FJI01,5000,,R&D,Payroll - EMP8730,PAY-EMP8730-MAR26,,AUD,18433.81,GST-FREE,Workforce cost - Controller - Procurement,Workday
TXN005576,2026-06-11,2026-06-11,2026-06,NZL01,5000,,SA,Payroll - EMP3422,PAY-EMP3422-MAR26,,AUD,12239.33,GST-FREE,Workforce cost - Revenue Analyst - Procurement,Workday
TXN005577,2026-06-30,2026-06-30,2026-06,AUS01,5000,,ACT,Payroll - EMP9818,PAY-EMP9818-MAR26,,AUD,11409.26,GST-FREE,Workforce cost - Sales Manager - Finance,Workday
TXN005578,2026-06-04,2026-06-04,2026-06,NZL01,5000,,SA,Payroll - EMP8196,PAY-EMP8196-MAR26,,AUD,12638.56,GST-FREE,Workforce cost - Controller - Finance,Workday
TXN005579,2026-06-24,2026-06-24,2026-06,NZL01,5000,,IT,Payroll - EMP9127,PAY-EMP9127-MAR26,,AUD,12260.64,GST-FREE,Workforce cost - Revenue Analyst - Operations,Workday
TXN005580,2026-06-23,2026-06-23,2026-06,AUS01,5000,,R&D,Payroll - EMP8724,PAY-EMP8724-MAR26,,AUD,23167.16,GST-FREE,Workforce cost - Sales Manager - Sales,Workday
TXN005581,2026-06-04,2026-06-04,2026-06,PNG01,5000,,HR,Payroll - EMP2504,PAY-EMP2504-MAR26,,AUD,8167.84,GST-FREE,Workforce cost - Operations Planner - IT,Workday
TXN005582,2026-06-01,2026-06-01,2026-06,PNG01,5000,,NSW,Payroll - EMP7952,PAY-EMP7952-MAR26,,AUD,8277.89,GST-FREE,Workforce cost - Inventory Coordinator - Procurement,Workday
TXN005583,2026-06-06,2026-06-06,2026-06,PNG01,5000,,ACT,Payroll - EMP2776,PAY-EMP2776-MAR26,,AUD,22677.56,GST-FREE,Workforce cost - Sales Manager - Finance,Workday
TXN005584,2026-06-20,2026-06-20,2026-06,FJI01,5000,,ACT,Payroll - EMP8109,PAY-EMP8109-MAR26,,AUD,19405.29,GST-FREE,Workforce cost - Customer Service Lead - Operations,Workday
TXN005585,2026-06-18,2026-06-18,2026-06,NZL01,5000,,MKT,Payroll - EMP3423,PAY-EMP3423-MAR26,,AUD,7567.08,GST-FREE,Workforce cost - Data Engineer - Operations,Workday
TXN005586,2026-06-17,2026-06-17,2026-06,FJI01,5000,,NT,Payroll - EMP5563,PAY-EMP5563-MAR26,,AUD,9755.35,GST-FREE,Workforce cost - Customer Service Lead - IT,Workday
TXN005587,2026-06-29,2026-06-29,2026-06,FJI01,5000,,MKT,Payroll - EMP7057,PAY-EMP7057-MAR26,,AUD,17118.77,GST-FREE,Workforce cost - FP&A Manager - Finance,Workday
TXN005588,2026-06-21,2026-06-21,2026-06,FJI01,5000,,OPS,Payroll - EMP4457,PAY-EMP4457-MAR26,,AUD,18500.95,GST-FREE,Workforce cost - Procurement Specialist - Commercial,Workday
TXN005589,2026-06-12,2026-06-12,2026-06,PNG01,5000,,R&D,Payroll - EMP1321,PAY-EMP1321-MAR26,,AUD,20340.07,GST-FREE,Workforce cost - Procurement Specialist - FP&A,Workday
TXN005590,2026-06-20,2026-06-20,2026-06,PNG01,5000,,SA,Payroll - EMP7923,PAY-EMP7923-MAR26,,AUD,19900.66,GST-FREE,Workforce cost - Sales Manager - Sales,Workday
TXN005591,2026-06-10,2026-06-10,2026-06,FJI01,5000,,R&D,Payroll - EMP6902,PAY-EMP6902-MAR26,,AUD,20366.99,GST-FREE,Workforce cost - Inventory Coordinator - Commercial,Workday
TXN005592,2026-06-29,2026-06-29,2026-06,NZL01,5000,,MKT,Payroll - EMP6991,PAY-EMP6991-MAR26,,AUD,26577.2,GST-FREE,Workforce cost - Sales Manager - IT,Workday
TXN005593,2026-06-30,2026-06-30,2026-06,FJI01,5000,,MKT,Payroll - EMP8513,PAY-EMP8513-MAR26,,AUD,19839.62,GST-FREE,Workforce cost - Customer Service Lead - Commercial,Workday
TXN005594,2026-06-30,2026-06-30,2026-06,NZL01,5000,,NT,Payroll - EMP5651,PAY-EMP5651-MAR26,,AUD,12567.39,GST-FREE,Workforce cost - Inventory Coordinator - Sales,Workday
TXN005595,2026-06-12,2026-06-12,2026-06,PNG01,5000,,NSW,Payroll - EMP3907,PAY-EMP3907-MAR26,,AUD,16760.63,GST-FREE,Workforce cost - Revenue Analyst - FP&A,Workday
TXN005596,2026-06-08,2026-06-08,2026-06,AUS01,5000,,SA,Payroll - EMP3041,PAY-EMP3041-MAR26,,AUD,28135.35,GST-FREE,Workforce cost - Revenue Analyst - Commercial,Workday
TXN005597,2026-06-22,2026-06-22,2026-06,PNG01,5000,,NSW,Payroll - EMP9670,PAY-EMP9670-MAR26,,AUD,13017.75,GST-FREE,Workforce cost - Data Engineer - Procurement,Workday
TXN005598,2026-06-28,2026-06-28,2026-06,AUS01,5000,,TAS,Payroll - EMP3936,PAY-EMP3936-MAR26,,AUD,17987.47,GST-FREE,Workforce cost - Operations Planner - Customer Care,Workday
TXN005599,2026-06-12,2026-06-12,2026-06,PNG01,5000,,ACT,Payroll - EMP4444,PAY-EMP4444-MAR26,,AUD,15089.98,GST-FREE,Workforce cost - Inventory Coordinator - Customer Care,Workday
TXN005600,2026-06-09,2026-06-09,2026-06,AUS01,5000,,HR,Payroll - EMP6263,PAY-EMP6263-MAR26,,AUD,16553.07,GST-FREE,Workforce cost - Sales Manager - Customer Care,Workday
TXN005601,2026-06-06,2026-06-06,2026-06,FJI01,5000,,IT,Payroll - EMP7322,PAY-EMP7322-MAR26,,AUD,7586.13,GST-FREE,Workforce cost - Revenue Analyst - IT,Workday
TXN005602,2026-06-14,2026-06-14,2026-06,FJI01,5000,,SA,Payroll - EMP1283,PAY-EMP1283-MAR26,,AUD,8354.35,GST-FREE,Workforce cost - Sales Manager - FP&A,Workday
TXN005603,2026-06-02,2026-06-02,2026-06,PNG01,5000,,IT,Payroll - EMP2396,PAY-EMP2396-MAR26,,AUD,16498.97,GST-FREE,Workforce cost - Procurement Specialist - Finance,Workday
TXN005604,2026-06-19,2026-06-19,2026-06,FJI01,5000,,MKT,Payroll - EMP6659,PAY-EMP6659-MAR26,,AUD,26358.35,GST-FREE,Workforce cost - Data Engineer - FP&A,Workday
TXN005605,2026-06-27,2026-06-27,2026-06,NZL01,5000,,NSW,Payroll - EMP1649,PAY-EMP1649-MAR26,,AUD,24105.51,GST-FREE,Workforce cost - Data Engineer - Finance,Workday
TXN005606,2026-06-17,2026-06-17,2026-06,FJI01,5000,,HR,Payroll - EMP4061,PAY-EMP4061-MAR26,,AUD,13680.53,GST-FREE,Workforce cost - Procurement Specialist - Operations,Workday
TXN005607,2026-06-14,2026-06-14,2026-06,PNG01,5000,,NT,Payroll - EMP3682,PAY-EMP3682-MAR26,,AUD,14080.44,GST-FREE,Workforce cost - Procurement Specialist - Finance,Workday
TXN005608,2026-06-22,2026-06-22,2026-06,PNG01,5000,,ACT,Payroll - EMP6358,PAY-EMP6358-MAR26,,AUD,13774.33,GST-FREE,Workforce cost - Controller - Finance,Workday
TXN005609,2026-06-11,2026-06-11,2026-06,AUS01,5000,,WA,Payroll - EMP9467,PAY-EMP9467-MAR26,,AUD,13538.04,GST-FREE,Workforce cost - Inventory Coordinator - Sales,Workday
TXN005610,2026-06-30,2026-06-30,2026-06,PNG01,5000,,FIN,Payroll - EMP5087,PAY-EMP5087-MAR26,,AUD,15143.59,GST-FREE,Workforce cost - Customer Service Lead - Operations,Workday
TXN005611,2026-06-03,2026-06-03,2026-06,AUS01,5000,,OPS,Payroll - EMP5732,PAY-EMP5732-MAR26,,AUD,16540.97,GST-FREE,Workforce cost - Revenue Analyst - IT,Workday
